model_file,accuracy,precision,recall,training_time
D:/Downloads/amazon/models/agriculture-20170506-110533.h5,0.86463434951,0.749517652685,0.841348798241,0 days 01:59:20.815000000
D:/Downloads/amazon/models/water-20170506-232747.h5,0.882784737029,0.821845036707,0.450327477809,0 days 02:49:53.943000
D:/Downloads/amazon/models/road-20170507-083548.h5,0.848427547771,0.683909650916,0.443850293566,0 days 00:16:30.451000
aggregate_model_20170511-001322.h5,0.949435494553,0.899617643619,0.789713125327,0 days 00:55:47.990000
